id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
49673117,11h2 FullBed Acogedora y Hermosa Gran Ubicación,66387078,Iker,,Cuauhtémoc,19.43179,-99.16511,Private room,404,1,68,2024-05-21,1.79,38,143,15,
49843106,"Amazing & cozy apartment in Amsterdam , Condesa.",16774319,María Fernanda,,Cuauhtémoc,19.41381,-99.1714,Entire home/apt,979,5,5,2022-10-26,0.13,1,363,0,
49677196,"Seguro., tranquilo y relajante",263802132,Daniel,,Venustiano Carranza,19.42307,-99.11618,Entire home/apt,,1,0,,,1,0,0,
49950104,Departamento de los 70's en la ciudad de México,401730586,Alexis,,Cuauhtémoc,19.42792,-99.16699,Entire home/apt,,5,0,,,1,0,0,
49843787,HERMOSO DEPA EN EL 🖤 DE LA CONDESA,352980026,Ximena,,Cuauhtémoc,19.41126,-99.1755,Entire home/apt,1643,3,18,2024-04-05,0.57,5,180,4,
49960140,Céntrico departamento en Ciudad de México,379888343,Marymar,,Benito Juárez,19.3989,-99.16308,Entire home/apt,,1,46,2023-09-17,1.22,25,0,5,
49844041,Best Location in Condesa. Access RoofTop !,352980026,Ximena,,Cuauhtémoc,19.41134,-99.17432,Entire home/apt,1257,1,27,2024-05-26,1.49,5,362,17,
49960997,NAIROBI.  Hermosa suite con vapor.,379888343,Marymar,,Benito Juárez,19.39267,-99.14304,Entire home/apt,,1,40,2023-06-25,1.06,25,0,0,
49844089,DEPA CON ACCESO A ROOF EN EL💜 DE CONDESA,352980026,Ximena,,Cuauhtémoc,19.4113,-99.17539,Entire home/apt,1257,1,33,2024-05-27,0.90,5,363,12,
49961398,"ESTOCOLMO, Jacuzzi y vapor en tu departamento",379888343,Marymar,,Benito Juárez,19.3925,-99.142,Entire home/apt,,1,29,2024-03-15,0.77,25,0,11,
49846475,V65 Suite 1,301428049,Vasconcelos,,Miguel Hidalgo,19.41908,-99.17856,Entire home/apt,2923,1,4,2024-04-21,0.14,16,348,1,
49849308,Casa Art Decó en Condesa cerca de Parque México,42346676,Victoria,,Cuauhtémoc,19.40774,-99.16961,Entire home/apt,2485,4,4,2024-04-23,0.12,2,21,1,
49963069,UNRIVALLED LOCATION 40 steps from Reforma Avenue,42163743,Adrián,,Cuauhtémoc,19.43106,-99.1651,Entire home/apt,1089,1,95,2024-02-26,2.58,1,147,33,
49850799,Habitación romita,64059986,Eva Polette,,Cuauhtémoc,19.41217,-99.15715,Private room,458,2,20,2024-04-18,0.58,13,80,17,
49968675,Apartment near CdMx downtown amazing location.,169399164,Joel,,Cuauhtémoc,19.41968,-99.14398,Entire home/apt,1500,1,2,2021-07-17,0.05,1,331,0,
49856106,★Explore CDMX | Central Location | Rooftop Terrace,385520519,Yosef,,Cuauhtémoc,19.41303,-99.17557,Private room,610,1,65,2024-05-22,1.72,9,278,8,
49978245,"Habitación con cama matrimonial, comparte baño, cocina, muy cerca del metro y del centro. Ciudad de México",403040214,Josafat,,Benito Juárez,19.37616,-99.1401,Shared room,600,1,0,,,1,365,0,
49856758,"Departamento en Condesa, excelente zona turística",58021069,Julio Héctor,,Cuauhtémoc,19.40955,-99.16859,Entire home/apt,,1,58,2023-07-03,1.57,2,0,1,
49979045,"Bonito Penthouse ""Aquiles""",143402387,Marisela,,Azcapotzalco,19.4923,-99.19417,Entire home/apt,1395,2,51,2024-03-25,1.39,8,342,11,
49856811,Estudio a una cuadra de HOSPITALES Tlalpan.,10730083,Israel,,Tlalpan,19.28578,-99.16087,Entire home/apt,600,3,19,2024-03-01,0.51,3,56,4,
49857132,Suites Anzures 7,40243564,Christian,,Miguel Hidalgo,19.43327,-99.17658,Private room,500,2,34,2024-03-20,0.90,8,331,2,
49981215,LMC|Polanco 3BR Duplex Apt *Cozy Private Terrace*,41963013,Hector,,Miguel Hidalgo,19.43172,-99.18999,Entire home/apt,2387,2,147,2024-06-17,4.05,36,58,55,
49858257,Hamburgo / Four Seasons Reforma,391459954,Hugo Brauer,,Cuauhtémoc,19.42151,-99.17195,Entire home/apt,1028,1,1,2024-05-27,0.91,1,239,1,
49982787,Hermosa recamara con una vista espectacular!,401303047,Alejandro,,Cuauhtémoc,19.43804,-99.16708,Private room,,1,0,,,1,365,0,
49858472,Departamento cerca del  aeropuerto.,402089145,Alma Delia,,Venustiano Carranza,19.42373,-99.10353,Entire home/apt,1000,1,19,2022-01-23,0.51,1,0,0,
49985679,CIELITO LINDO CONDESA,176203961,Héctor Y Karen,,Cuauhtémoc,19.40898,-99.16921,Entire home/apt,513,2,108,2024-06-03,2.87,5,45,29,
49859931,La casa de Lou,218319845,Lou,,Miguel Hidalgo,19.40097,-99.17473,Private room,,1,0,,,2,362,0,
49864606,Departamento. A lado de museo sumaya y plaza Carso,402151893,Lilia,,Miguel Hidalgo,19.44383,-99.20237,Entire home/apt,,1,3,2022-05-02,0.11,1,0,0,
49871435,Roofgarden privado en polanco,52343635,Erick,,Miguel Hidalgo,19.44344,-99.18423,Entire home/apt,4800,1,50,2024-05-18,1.33,2,89,9,
49986922,Departamento de 3 recámaras y 2 terrazas privadas,6415281,Julia,,Benito Juárez,19.37544,-99.14608,Entire home/apt,1300,3,85,2024-06-13,2.30,7,320,30,
49876842,Spacious and cozy Apt. in Mexico City by mYYcasa,116721043,Roberto,,Benito Juárez,19.38569,-99.15242,Entire home/apt,1020,2,100,2024-03-30,2.66,1,347,28,
49878556,Depa 1 o 2 recamaras Coyoacán,251615167,Rene,,Coyoacán,19.3483,-99.16817,Entire home/apt,972,3,30,2024-05-05,0.79,3,365,8,
49989429,2.0 Nice room in new building near the WTC México,252402775,Claudia,,Benito Juárez,19.394608,-99.177643,Private room,,2,1,2021-09-30,0.03,2,0,0,
49879390,CÓMODO Y AMPLIO  DEPARTMENTO COMPLETO  EN POLANCO,191216745,Armando,,Miguel Hidalgo,19.43739,-99.2123,Entire home/apt,2000,3,8,2023-04-09,0.22,1,5,0,
49991136,Stylish condo with private patio in Colonia Roma,37101658,Heberto,,Cuauhtémoc,19.41759,-99.16106,Entire home/apt,1464,3,102,2024-06-24,2.75,1,355,18,
49881116,Hermoso Departamento con Gran Iluminación Natural,180310120,Carlos,,Benito Juárez,19.383331298828125,-99.19090270996094,Entire home/apt,880,2,41,2024-02-05,1.52,1,341,13,
50002228,Comfortable and bright private room.,403255038,Carolina,,Tlalpan,19.27392,-99.17192,Private room,300,2,24,2024-05-19,0.69,1,177,15,
49882466,Roma Norte studio w/private terrace Great for DNs!,23294188,Lis,,Cuauhtémoc,19.42243,-99.15515,Entire home/apt,667,5,73,2024-06-11,1.96,3,130,20,
50005173,Apt @Polanco's Heart -Masaryk+Luxury apt +3 BR 3Bt,284001170,MaiaHome,,Miguel Hidalgo,19.431259155273438,-99.20455169677734,Entire home/apt,4074,1,118,2024-06-09,3.17,6,364,31,
50005516,Hermosa y céntrica suite,57050510,Mayemi,,Benito Juárez,19.3808,-99.18317,Entire home/apt,850,1,7,2023-08-27,0.36,3,330,2,
49882515,"Bonito primer piso en Del Valle, Hosp 20 de Nov",92498535,Alina,,Benito Juárez,19.37046,-99.17538,Entire home/apt,1014,1,105,2024-06-20,2.81,7,353,30,
50007629,Habitacion con dos camas,398799955,Luis,,Cuauhtémoc,19.42824,-99.14685,Private room,,1,161,2024-06-09,4.83,2,349,30,
49888033,"Departamento céntrico,  cerca del Hospital la Raza",143399799,Roberto,,Cuauhtémoc,19.46109,-99.14227,Entire home/apt,709,3,24,2024-05-31,0.67,1,294,11,
49900247,Céntrico y Equipado Depto a pasos de P. de Reforma,29942496,Felipe,,Cuauhtémoc,19.425278,-99.175232,Entire home/apt,6389,1,59,2024-01-01,1.56,3,342,1,
50008374,7 BUSINESS SUITES KEPLER - Grand Suite 2 recámaras,403319546,Jorge Eduardo,,Miguel Hidalgo,19.434616,-99.180885,Entire home/apt,2949,1,9,2024-06-14,0.24,7,112,3,
49903181,Renovado Retro y Chik  Condesa,2952886,Margarita,,Cuauhtémoc,19.40883,-99.17596,Entire home/apt,1465,2,61,2024-04-21,1.65,1,169,15,
50008923,Habitación cama King,398799955,Luis,,Cuauhtémoc,19.42917,-99.14473,Private room,1000,1,266,2024-06-13,7.92,2,361,68,
49906801,Private room 10 min AICM and foro sol,297933321,Amado,,Venustiano Carranza,19.435205459594727,-99.11771392822266,Private room,1776,1,441,2024-05-26,11.68,3,180,68,
49907233,Capitalia | Mall & ABC Hospital,27449159,Capitalia,,Cuajimalpa de Morelos,19.362510681152344,-99.28485107421875,Entire home/apt,1809,2,57,2024-05-06,1.53,77,356,18,
50009066,Casa Poo20,345140031,Edson,,Cuauhtémoc,19.43201,-99.16905,Entire home/apt,724,2,24,2024-06-27,0.79,1,362,15,
49907683,Cozy Nook across the street from Roma Norte,401595087,Rafael,,Cuauhtémoc,19.41504,-99.15294,Private room,386,2,84,2024-05-28,2.27,2,362,18,
50009318,Departamento confortable y céntrico,244000095,Humberto,,Cuauhtémoc,19.42277,-99.17168,Entire home/apt,900,2,47,2024-04-18,1.29,2,240,9,
50009796,Oasis Downtown | Polanco 2BR Apt Luxury Amenities,41963013,Hector,,Miguel Hidalgo,19.43693,-99.20013,Entire home/apt,1515,2,130,2024-06-16,3.49,36,150,39,
49908206,Genial  departamento en el corazón de la Narvarte,221868588,Armando,,Benito Juárez,19.39815,-99.14924,Entire home/apt,,2,0,,,1,0,0,
50010212,Departamento en Xochimilco,105398868,Manuel,,Xochimilco,19.24937,-99.1248,Entire home/apt,1633,1,37,2023-12-03,1.01,1,291,14,
49910381,"Cozy, super located in historic Madero building",3285196,Juan Carlos,,Cuauhtémoc,19.43347,-99.13857,Entire home/apt,926,1,63,2024-06-15,1.67,5,358,17,
50010333,4 BUSINESS SUITES KEPLER -Grand Suite 2 recámaras,403319546,Jorge Eduardo,,Miguel Hidalgo,19.43536,-99.1815,Entire home/apt,2980,1,8,2024-05-29,0.22,7,116,4,
49912199,Lugar Adecuado para Descansar,402494711,Maribel,,Venustiano Carranza,19.44198,-99.08794,Entire home/apt,480,1,174,2024-06-15,4.64,2,353,47,
49912977,Luminous Room in House near Parque México,37996338,Carmen,,Cuauhtémoc,19.40954,-99.16716,Private room,,3,3,2022-08-29,0.08,1,0,0,
50010498,"9 BUSINESS SUITES KEPLER - Baño, balcón y cocina",403319546,Jorge Eduardo,,Miguel Hidalgo,19.434616,-99.180885,Private room,,1,2,2023-12-25,0.10,7,116,1,
50014376,"5 BUSINESS SUITES KEPLER - Baño, balcón y cocina",403319546,Jorge Eduardo,,Miguel Hidalgo,19.43532,-99.18203,Private room,,1,6,2024-02-25,0.17,7,109,2,
49921328,"Beautiful Magical Mexican home, 2 blocks from WTC",158198233,Jennifer & Juan,,Benito Juárez,19.392,-99.17986,Entire home/apt,1357,2,15,2022-10-31,0.41,1,62,0,
50021979,Disfruta una estancia completa en Polanco,171209158,Ricardo,,Miguel Hidalgo,19.43547,-99.18839,Entire home/apt,1499,1,82,2024-06-16,2.24,3,359,21,
49922229,Spacious Sunny Duplex w/Private Terrace & Plants,17320146,Jared,,Cuauhtémoc,19.41189,-99.15622,Entire home/apt,,10,22,2023-08-01,0.60,1,0,3,
50022926,Roma Condesa 5 personas super turistico,378713265,Erika,,Cuauhtémoc,19.41974,-99.1678,Entire home/apt,1500,2,0,,,1,168,0,
49928551,"Lindo departamento, excelente Zona.",166203796,William,,Cuauhtémoc,19.4186,-99.15035,Private room,440,2,27,2024-02-29,0.72,1,55,1,
50030327,*Condesa* Charming & spacious apartment - 3BR-t22,8905097,Condesa Local,,Cuauhtémoc,19.41331,-99.17278,Entire home/apt,1601,1,36,2024-04-22,1.00,25,79,8,
50031006,Lujosa y Amplia casa en el corazón de Roma Norte,122695820,Adrian,,Cuauhtémoc,19.4137,-99.1631,Entire home/apt,3296,2,81,2024-05-27,2.19,5,101,27,
49929190,Estudio para viajes cortos cercano a corporativos,360931731,Eduardo,,Cuajimalpa de Morelos,19.36,-99.27754,Entire home/apt,1200,1,85,2024-04-07,2.25,25,365,10,
49929478,Hermosa Suite Privada a pasos de Reforma S6,283815293,Veronica,,Cuauhtémoc,19.43207,-99.15406,Entire home/apt,447,1,26,2024-06-01,0.80,10,60,18,
50044148,Private room in Polanco / Lomas de Chapultepec,125078776,Ilse,,Miguel Hidalgo,19.42974,-99.20241,Private room,713,1,115,2024-04-06,3.26,3,360,23,
49934063,Habitación luminosa cerca de Coyoacán,10922172,Michelle,,Benito Juárez,19.36883,-99.14147,Private room,,2,2,2021-07-03,0.05,1,79,0,
50045244,Cozy loft in the heart of Polanco with parking!,2166057,Alejandra,,Miguel Hidalgo,19.429928,-99.181793,Entire home/apt,800,2,46,2024-05-11,1.23,1,242,3,
49944657,High Park Santa Fe Loft Overlooking La Mexicana!,27547226,Porfirio,,Cuajimalpa de Morelos,19.360468,-99.268486,Entire home/apt,1614,3,15,2023-06-20,0.43,2,224,0,
50047369,Depto de 174 m2 con increíble terraza privada,385129301,Haydeé,,Coyoacán,19.30081,-99.11106,Entire home/apt,1200,2,36,2024-05-23,0.97,4,160,15,
49944815,"Estancia agradable, seguro, familiar.",150140843,Ma Guadalupe,,Álvaro Obregón,19.33759,-99.23503,Private room,,30,0,,,1,0,0,
50047448,"Lujosa Suite,  La joya escondida!!",168233210,Faby,,Cuauhtémoc,19.42255,-99.16885,Entire home/apt,1814,1,149,2024-06-25,3.99,1,332,37,
49947822,Unbeatable location tiny studio on Amsterdam av,50038378,Christian,,Cuauhtémoc,19.41262,-99.17115,Entire home/apt,906,4,48,2024-04-20,1.27,1,301,8,
50048034,Cozy Apartment near Polanco,199021068,Daniela,,Miguel Hidalgo,19.44702,-99.18495,Entire home/apt,969,2,51,2024-06-14,1.42,1,43,15,
49948853,Hermosa vista arbolada,72179132,Tanya,,Coyoacán,19.35211,-99.14151,Entire home/apt,1099,30,0,,,2,365,0,
49949688,Hermoso PH con vista de terraza panorámica.,72179132,Tanya,,Coyoacán,19.35242,-99.14149,Entire home/apt,1832,90,0,,,2,363,0,
50049729,"Great view, big space, best location in MexicoCity",55822879,Verónica K,,Miguel Hidalgo,19.42436,-99.17801,Entire home/apt,2625,3,33,2024-04-28,1.63,1,255,13,
50156490,Trendy Rooftop + Gym | Lux  Apto w/ Daily Hskp,375454819,Iser Jaime,,Cuauhtémoc,19.419437,-99.162529,Entire home/apt,2622,1,782,2024-06-09,20.91,23,365,103,
50050343,☆☆☆☆☆ Casa Jaguar Designer Loft Roma Norte 🐆,5099382,Shane,,Cuauhtémoc,19.420549,-99.165115,Entire home/apt,,3,7,2022-07-08,0.19,1,0,0,
50156502,Refined Apt w/AC & 2 Futons | Patio+Gym+Daily Hskp,375454819,Iser Jaime,,Cuauhtémoc,19.419437,-99.162529,Entire home/apt,2696,1,289,2024-05-27,7.73,23,364,35,
50156520,Upscale Apt w/ Balcony | Rooftop+Gym+24/7 Host,375454819,Iser Jaime,,Cuauhtémoc,19.419437,-99.162529,Entire home/apt,2946,1,407,2024-06-23,10.88,23,360,54,
50051189,PENTHOUSE AMUEBLADO EN ZONA CENTRO,147626655,Andrea,,Cuauhtémoc,19.429073,-99.152542,Entire home/apt,1282,3,0,,,2,250,0,
50156529,Modern Twin Chic Suites | Rooftop+Gym+24/7 Host,375454819,Iser Jaime,,Cuauhtémoc,19.419437,-99.162529,Entire home/apt,5555,1,50,2024-03-31,1.34,23,360,2,
50052057,2 High-End Balconied Apts at Roma Norte/Condesa,114564195,Fernando,,Cuauhtémoc,19.4202,-99.1664,Entire home/apt,7664,1,27,2024-05-20,0.78,23,250,6,
50156545,Connected Apts | Cool Rooftop +Gym | Host & Sec,375454819,Iser Jaime,,Cuauhtémoc,19.419437,-99.162529,Entire home/apt,5803,1,26,2024-05-27,0.70,23,357,2,
50157876,Apartamento Amueblado Calzada la Viga y Viaducto,328753628,Joaquin,,Iztacalco,19.40263,-99.1266,Private room,380,3,32,2024-04-21,0.86,2,354,5,
50053207,Loft con roof garden y gym en el corazón de CDMX,252792637,Karla,,Cuauhtémoc,19.43425178527832,-99.16047668457031,Entire home/apt,996,2,45,2024-06-08,1.27,9,325,16,
50159506,Departamento cómodo muy cercano al aeropuerto,260630677,Gustavo Antonio,,Venustiano Carranza,19.41456,-99.07816,Entire home/apt,519,1,129,2024-06-12,3.46,7,352,33,
50064413,Confortable loft/excelente ubicación SANITIZADO!,371206470,Blanca,,Benito Juárez,19.37705,-99.18674,Entire home/apt,1500,3,23,2024-05-05,0.61,4,262,2,
50171234,Cozy loft in Zona Rosa! 1 block from El Angel!,3426507,Rodolfo,,Cuauhtémoc,19.42478,-99.16717,Entire home/apt,1361,1,45,2024-01-10,1.21,7,360,11,
50069975,"LOFT PH. ZONA POLANCO/LOMAS ""SP02A""",47665322,Rocio,,Miguel Hidalgo,19.43181,-99.21508,Entire home/apt,1034,1,58,2023-12-17,1.57,15,363,11,
50172317,Junior Suite Mala Vecindad Beer Hotel D CDMX,43955549,Inmense,,Cuauhtémoc,19.44066,-99.1551,Private room,722,1,31,2024-06-02,0.85,12,363,17,
50172639,Mi recamara amueblada en Roma Sur,379708818,Alexis Benjamin,,Cuauhtémoc,19.41851,-99.16106,Private room,450,5,2,2022-08-02,0.06,2,364,0,
50087976,Casa cerca del aeropuerto recién remodelado,159653337,Daniel,,Gustavo A. Madero,19.4502,-99.07191,Entire home/apt,821,1,205,2024-05-16,6.41,5,304,70,
50174732,Junior Suite Mala Vecindad Beer Hotel A CDMX,43955549,Inmense,,Cuauhtémoc,19.44062,-99.15422,Private room,722,1,19,2024-05-27,0.52,12,363,9,
50175386,Junior Suite Mala Vecindad Beer Hotel B CDMX,43955549,Inmense,,Cuauhtémoc,19.4409,-99.15297,Private room,722,1,37,2024-03-31,0.99,12,363,10,
50175411,"Recamara con baño y entrada independiente, con patio ideal para estudiantes muy bien ubicada poniente cdmx",258029082,Miriam Adriana,,Álvaro Obregón,19.38869,-99.20723,Private room,350,7,0,,,2,365,0,
50088669,"Room private Bathroom, 10 min away from Polanco",404052000,Adriana,,Miguel Hidalgo,19.43434,-99.17846,Private room,437,3,3,2022-11-25,0.09,1,362,0,
50175866,Departamento Reforma - Alameda,76146177,José Luis,,Cuauhtémoc,19.43439,-99.14923,Entire home/apt,2500,3,27,2022-11-22,0.73,1,31,0,
50089769,Lavander Loft,105340370,Berta,,Miguel Hidalgo,19.44079,-99.19854,Entire home/apt,1850,3,12,2024-03-02,0.40,1,346,6,
50098804,prime Downtown  4! ( Breakfast included!) 2 Bdr,348231433,Downtown Treasure Place,,Cuauhtémoc,19.4503,-99.14443,Entire home/apt,2318,1,45,2022-11-21,1.28,11,188,0,
50176096,Suite #10 /Home Inn Suites Condesa / King Size Bed,396121636,Home Inn Suites Condesa,,Cuauhtémoc,19.41332,-99.16834,Private room,929,2,106,2024-06-14,2.89,11,217,37,
50100451,El mejor hospedaje en la hermosa Condesa,68925174,Alejandra,,Cuauhtémoc,19.40805,-99.17297,Entire home/apt,2086,1,48,2024-02-26,1.31,5,364,7,
50178068,Departamento a minutos del centro de Coyoacán,133721663,María,,Coyoacán,19.33986,-99.1586,Entire home/apt,866,2,90,2024-06-09,2.44,2,328,12,
50101125,Marrufo´s house,55648315,Omar,,Miguel Hidalgo,19.45426,-99.18884,Entire home/apt,500,2,5,2022-06-27,0.16,1,84,0,
50182226,Precioso departamento vintage centro CD MX,229214179,Melina,,Cuauhtémoc,19.43415,-99.14848,Entire home/apt,1300,2,2,2023-10-30,0.09,1,78,1,
50191216,Private room near to Center of CDMX and Av Reforma,344375655,Amado,,Cuauhtémoc,19.44259262084961,-99.1401138305664,Private room,1547,1,306,2024-05-19,8.31,7,350,195,
50101577,Exclusive&Very Safe Residency,16545819,Yair,,Tlalpan,19.30105,-99.20196,Private room,599,2,10,2022-09-01,0.28,2,330,0,
50192730,Mexican House Bugambilia,302549595,Jorge,,Miguel Hidalgo,19.44561,-99.16581,Entire home/apt,700,2,84,2024-04-10,2.28,2,360,27,
50101791,Cómodo Condominio; Auditorio Nacional/Plaza Carso,55571285,Xela,,Miguel Hidalgo,19.45042,-99.19007,Entire home/apt,1206,3,14,2024-06-23,0.41,1,172,6,
50103322,TIII-Habitación cómoda y segura en Lomas de Sótelo,273691204,Armando,,Miguel Hidalgo,19.44842,-99.2147,Private room,550,1,3,2023-10-14,0.18,6,23,1,
50193173,Habitación con Jacuzzi Real Azteca,159787885,Claudia,,Coyoacán,19.3044,-99.14748,Private room,,1,11,2024-03-30,0.31,2,363,2,
50197007,Penthouse con amplia terraza en la Roma,257687705,Antonio,,Cuauhtémoc,19.41328,-99.16283,Entire home/apt,3000,1,8,2024-01-02,0.22,1,365,1,
50103834,"Entire apartment, very safe area",273691204,Armando,,Miguel Hidalgo,19.45184,-99.21304,Entire home/apt,1750,2,14,2024-06-20,0.62,6,44,8,
50198424,Casa de Huéspedes Julia -Casa C- La Nopalera CDMX,182398028,Adelaida,,Tláhuac,19.29842,-99.05459,Entire home/apt,600,10,6,2024-03-28,0.19,7,334,2,
50103915,Habitación con baño privado ¡vista increíble!,100433766,David Abraham,,Álvaro Obregón,19.3925691,-99.1891265,Private room,556,3,6,2024-06-20,0.39,2,70,5,
50104907,Casa con amplio jardín en fraccionamiento,189600544,Ornella,,Álvaro Obregón,19.34267,-99.23358,Entire home/apt,3000,3,2,2022-11-03,0.07,1,364,0,
50199728,Casa de Huéspedes Julia -Casa D- La Nopalera CDMX,182398028,Adelaida,,Tláhuac,19.30218,-99.053,Entire home/apt,600,10,2,2023-05-31,0.06,7,177,0,
50105074,Shared Room Near Metrobus,207240505,Luis,,Cuauhtémoc,19.46124,-99.148,Shared room,199,28,1,2021-07-01,0.03,112,365,0,
50200190,Hermoso departamento entero en la CDMX.,405180805,Hilda,,Cuauhtémoc,19.415879575656216,-99.15518080957318,Entire home/apt,1900,2,34,2024-01-09,0.93,1,323,1,
50105686,Shared Room Near Metrobus,207240505,Luis,,Cuauhtémoc,19.45942,-99.14642,Shared room,199,28,0,,,112,365,0,
50106116,Nice whole apartment near WTC,290843938,María Evangélina,,Benito Juárez,19.39138,-99.17971,Entire home/apt,1080,1,297,2024-06-09,8.25,6,16,123,
50202055,Confortable loft en el corazón de Ciudad de México,8161450,Daniela,,Cuauhtémoc,19.42726,-99.15232,Entire home/apt,1006,2,68,2024-02-26,1.93,1,86,12,
50106680,Cheap little room in residential area near WTC,290843938,María Evangélina,,Benito Juárez,19.39061,-99.18114,Private room,408,1,363,2024-06-19,11.63,6,43,127,
50106762,Shared Room Near Metrobus,207240505,Luis,,Cuauhtémoc,19.46126,-99.14805,Shared room,199,28,0,,,112,365,0,
50215144,Cozy with private balcony in the heart of Polanco,137310820,Paraíso,,Miguel Hidalgo,19.43412,-99.188972,Entire home/apt,3083,1,21,2023-11-06,0.65,9,84,2,
50215335,"Departamento nuevo, a 3min del aeropuerto.",405315514,Leticia,,Venustiano Carranza,19.4386,-99.08864,Entire home/apt,709,1,104,2024-06-10,2.84,1,129,28,
50111128,Cuarto lindo en Condesa Amsterdam C1,28628593,Sanova,,Cuauhtémoc,19.41512,-99.16791,Private room,450,1,59,2024-06-08,1.58,12,363,14,
50112082,Cuarto Grande Condesa Amsterdam C2,28628593,Sanova,,Cuauhtémoc,19.41476,-99.16781,Private room,500,1,84,2024-06-11,2.37,12,339,31,
50217408,Gran Departamento cerca de Aeropuerto y Foro Sol,311461061,Maria Del Carmen,,Venustiano Carranza,19.43314,-99.10244,Entire home/apt,389,1,154,2024-05-19,4.21,3,7,44,
50112257,Cuarto en Condesa Amsterdam C4,28628593,Sanova,,Cuauhtémoc,19.41467,-99.16606,Private room,414,1,39,2024-05-26,1.13,12,362,12,
50224079,Departodromo,134942214,Miguel,,Iztacalco,19.40152,-99.09113,Entire home/apt,1386,1,111,2024-06-09,3.05,2,322,43,
50112326,Bonito Cuarto en la Condesa Amsterdam C5,28628593,Sanova,,Cuauhtémoc,19.4145,-99.16802,Private room,460,1,84,2024-05-12,2.34,12,349,26,
50227444,Céntrico y hermoso Loft,57050510,Mayemi,,Benito Juárez,19.38073,-99.1816,Entire home/apt,893,2,34,2024-03-18,0.95,3,294,4,
50112461,Habitaciòn en Condesa Amsterdam C6,28628593,Sanova,,Cuauhtémoc,19.41418,-99.16594,Private room,427,1,78,2024-05-30,2.15,12,336,22,
50227962,"Full Apartment 15 min Airport, Coyoacán, Foro Sol",59008362,Rodrigo,,Iztapalapa,19.36373,-99.13479,Entire home/apt,1592,1,33,2024-06-19,0.94,4,333,22,
50241278,Cheerful and intimate loft in the Historic Center,126106513,Ocio House,,Cuauhtémoc,19.43775,-99.1382,Entire home/apt,744,1,132,2024-06-23,3.55,28,361,32,
50114308,Bonito departamento cerca de centro de Xochimilco,310472254,Samuel,,Xochimilco,19.25874,-99.07909,Entire home/apt,410,2,34,2024-04-06,1.02,1,359,6,
50245821,Condominio totalmente equipado y super ubicado.,98981168,Ana Noemy,,Coyoacán,19.33985,-99.18131,Entire home/apt,,30,1,2022-01-23,0.03,1,0,0,
50261150,"Hospital Central Militar, LS77, FAM, SEDENA,",200237436,Alexis,,Miguel Hidalgo,19.44999,-99.21299,Private room,,1,0,,,2,0,0,
50117900,"Condesa, Luxury Urban Oasis",53626223,Griselda,,Cuauhtémoc,19.415,-99.171,Entire home/apt,2239,2,98,2024-05-07,2.70,1,350,19,
50264878,Capitalia | Bright & Modern Duplex,27449159,Capitalia,,Cuajimalpa de Morelos,19.362510681152344,-99.28485107421875,Entire home/apt,1458,2,9,2023-07-15,0.25,77,360,1,
50270163,Cozy Apartment in Col. del Valle by mYYcasa,55425261,Mauricio,,Benito Juárez,19.39097,-99.16474,Entire home/apt,1591,2,8,2024-06-09,1.57,1,0,8,
50118251,Award Wining LOFT in the heart of Condesa,23066655,Leonor,,Cuauhtémoc,19.41469,-99.17394,Entire home/apt,3000,4,76,2024-04-27,2.10,1,360,22,
50270695,Alure by Kukun,403848214,Kukun,,Cuauhtémoc,19.41988754272461,-99.1720199584961,Entire home/apt,1743,1,60,2024-01-17,1.62,52,357,1,
50120534,Habitación 20 de Noviembre 2,117703068,Adolfo,,Benito Juárez,19.37249,-99.173,Private room,,2,5,2024-05-31,0.14,12,329,2,
50270828,Adoro,90714290,Nathalie,,Cuauhtémoc,19.45028,-99.1527,Entire home/apt,850,2,2,2021-11-06,0.06,1,88,0,
50130650,¡Hermoso departamento a unos pasos de Masaryk!,213026234,Irma,,Miguel Hidalgo,19.43016,-99.1933,Private room,1950,1,19,2022-09-24,0.51,10,201,0,
50271008,Alure by Kukun,403848214,Kukun,,Cuauhtémoc,19.41988754272461,-99.1720199584961,Entire home/apt,1701,1,72,2024-06-18,1.95,52,295,12,
50131995,Apartment in Álvaro Obregón. Roma norte,404525377,Jorge Adrián,,Cuauhtémoc,19.41815,-99.15516,Entire home/apt,1140,3,59,2024-05-20,1.58,2,341,20,
50271344,"Condesa 2 BR Apt, pool, gym, nice view, location",8782874,Javier,,Cuauhtémoc,19.410715,-99.182137,Entire home/apt,1374,4,35,2024-06-02,0.97,1,59,8,
50132417,Private Room in the beuty Condesa close to Reforma,404529654,Amado,,Cuauhtémoc,19.420562744140625,-99.16993713378906,Private room,,1,765,2024-05-28,20.44,7,181,183,
50279668,Acogedor departamento: 1 recamara,81965519,Eveneser,,Cuajimalpa de Morelos,19.35111,-99.30126,Private room,1000,3,0,,,2,87,0,
50133159,New Apartment in Roma Norte with the Best Location,333035396,Clau,,Cuauhtémoc,19.42368,-99.15992,Entire home/apt,833,1,169,2024-06-16,4.56,134,246,70,
50281231,Habitación en  La Condesa / 420 Friendly,12135856,Elié,,Cuauhtémoc,19.41687,-99.17573,Private room,550,5,3,2023-02-19,0.15,1,90,0,
